JD,Year,Month,Day,n_g,n_s,Wn,s_g,s_s,Ws,Wolf
2455928,2012,01,1,0,1,3,2,12,29,31.75
2455929,2012,01,2,1,5,14,2,12,33,46.68
2455930,2012,01,3,2,11,29,2,17,39,68.43
2455931,2012,01,4,2,15,33,2,10,28,61.84
2455932,2012,01,5,2,16,38,1,4,18,56.91
2455933,2012,01,6,2,13,29,1,3,14,43.28
2455934,2012,01,7,1,13,28,1,2,11,39.13
2455935,2012,01,8,2,16,32,1,2,9,41.47
2455936,2012,01,9,1,15,30,0,1,5,34.74
2455937,2012,01,10,2,19,37,0,0,2,39.46
2455938,2012,01,11,2,11,26,0,0,2,28.62
2455939,2012,01,12,2,10,29,0,0,0,29.68
2455940,2012,01,13,2,15,36,1,3,10,46.58
2455941,2012,01,14,2,14,36,1,4,15,51.66
2455942,2012,01,15,2,14,37,1,4,16,52.92
2455943,2012,01,16,2,14,38,1,3,13,50.89
2455944,2012,01,17,3,19,45,2,6,24,68.77
2455945,2012,01,18,2,17,39,1,5,18,56.92
2455946,2012,01,19,2,18,35,1,2,12,47.16
2455947,2012,01,20,2,18,38,0,0,2,40.65
2455948,2012,01,21,2,14,29,0,0,0,29.15
2455949,2012,01,22,2,20,42,0,0,1,43.24
2455950,2012,01,23,3,25,57,0,0,3,59.23
2455951,2012,01,24,2,15,38,0,0,4,41.96
2455952,2012,01,25,2,10,30,0,0,3,33.08
2455953,2012,01,26,2,6,22,0,1,4,25.65
2455954,2012,01,27,2,4,20,1,2,9,29.52
2455955,2012,01,28,1,2,15,1,1,8,22.73
2455956,2012,01,29,1,3,16,1,2,12,27.10
2455957,2012,01,30,2,9,24,1,2,8,31.76
2455958,2012,01,31,2,9,25,1,4,10,34.80
2455959,2012,02,1,1,9,23,1,3,11,33.56
2455960,2012,02,2,1,8,17,0,2,6,23.54
2455961,2012,02,3,1,5,13,0,0,0,12.56
2455962,2012,02,4,1,3,12,0,1,3,15.69
2455963,2012,02,5,1,2,12,0,0,2,13.27
2455964,2012,02,6,1,4,14,0,0,0,14.16
2455965,2012,02,7,1,2,9,0,0,0,8.96
2455966,2012,02,8,1,2,7,0,0,2,9.41
2455967,2012,02,9,0,1,5,0,4,8,12.75
2455968,2012,02,10,0,1,6,0,8,13,19.38
2455969,2012,02,11,0,1,4,0,6,10,14.80
2455970,2012,02,12,1,2,11,1,8,16,26.77
2455971,2012,02,13,1,2,10,1,6,12,22.13
2455972,2012,02,14,1,2,11,1,5,13,23.80
2455973,2012,02,15,1,2,10,1,3,11,20.92
2455974,2012,02,16,1,3,14,1,3,13,26.22
2455975,2012,02,17,1,2,11,1,2,8,19.69
2455976,2012,02,18,1,3,14,0,1,4,18.13
2455977,2012,02,19,1,6,19,0,1,4,22.69
2455978,2012,02,20,1,7,21,0,0,2,23.62
2455979,2012,02,21,2,9,26,0,0,0,26.72
2455980,2012,02,22,1,6,19,0,0,0,19.06
2455981,2012,02,23,2,5,21,0,0,2,22.87
2455982,2012,02,24,2,4,21,0,1,4,24.93
2455983,2012,02,25,1,2,12,0,0,2,13.58
2455984,2012,02,26,2,3,19,0,0,2,20.55
2455985,2012,02,27,1,2,17,0,0,0,17.16
2455986,2012,02,28,2,4,20,0,0,0,19.76
2455987,2012,02,29,1,2,14,0,0,1,14.77
2455988,2012,03,1,1,3,13,0,0,0,13.19
2455989,2012,03,2,1,3,16,0,0,0,16.73
2455990,2012,03,3,1,4,17,0,2,6,23.36
2455991,2012,03,4,2,9,25,1,4,10,34.79
2455992,2012,03,5,1,10,22,1,9,16,37.88
2455993,2012,03,6,1,19,33,1,11,21,53.85
2455994,2012,03,7,1,18,26,1,7,14,40.04
2455995,2012,03,8,1,20,30,1,6,13,42.42
2455996,2012,03,9,1,18,29,1,7,13,41.52
2455997,2012,03,10,1,16,27,0,4,9,35.54
2455998,2012,03,11,2,17,32,1,4,12,44.39
2455999,2012,03,12,2,17,35,1,3,11,46.12
2456000,2012,03,13,1,16,31,1,1,7,38.39
2456001,2012,03,14,1,15,28,1,1,7,35.12
2456002,2012,03,15,1,10,20,1,2,9,29.23
2456003,2012,03,16,1,8,20,1,4,17,36.79
2456004,2012,03,17,1,2,8,1,7,18,25.94
2456005,2012,03,18,0,1,5,1,6,14,19.52
2456006,2012,03,19,1,3,13,1,7,18,31.32
2456007,2012,03,20,1,3,13,2,6,21,33.76
2456008,2012,03,21,1,2,9,2,6,22,30.89
2456009,2012,03,22,1,1,10,1,5,17,27.08
2456010,2012,03,23,1,3,15,1,3,14,28.88
2456011,2012,03,24,1,5,15,1,4,14,29.88
2456012,2012,03,25,1,5,15,1,5,17,32.00
2456013,2012,03,26,1,6,17,1,6,20,36.47
2456014,2012,03,27,1,7,15,2,7,23,38.36
2456015,2012,03,28,1,6,12,2,8,28,39.80
2456016,2012,03,29,1,5,15,2,9,30,45.66
2456017,2012,03,30,1,5,15,2,7,25,40.09
2456018,2012,03,31,1,5,18,1,4,18,36.07
2456019,2012,04,1,1,4,12,1,4,14,26.47
2456020,2012,04,2,1,6,16,1,4,16,31.54
2456021,2012,04,3,1,8,17,1,4,13,29.83
2456022,2012,04,4,1,6,14,0,2,6,20.50
2456023,2012,04,5,1,11,26,0,1,3,28.88
2456024,2012,04,6,1,8,19,0,1,3,22.02
2456025,2012,04,7,1,3,11,0,0,0,11.37
2456026,2012,04,8,1,2,9,0,0,1,9.60
2456027,2012,04,9,0,1,5,0,0,0,5.12
2456028,2012,04,10,0,0,2,0,1,5,7.23
2456029,2012,04,11,1,3,9,1,1,6,15.06
2456030,2012,04,12,1,7,14,1,3,14,27.45
2456031,2012,04,13,1,9,18,0,1,5,22.30
2456032,2012,04,14,1,8,21,0,1,5,26.38
2456033,2012,04,15,1,8,20,1,4,12,32.53
2456034,2012,04,16,1,6,17,1,8,14,31.42
2456035,2012,04,17,1,6,21,1,9,19,39.15
2456036,2012,04,18,1,7,18,2,18,33,51.17
2456037,2012,04,19,1,11,23,2,24,40,63.55
2456038,2012,04,20,1,10,23,2,27,46,68.82
2456039,2012,04,21,1,9,18,2,26,47,64.87
2456040,2012,04,22,1,11,20,2,25,41,61.50
2456041,2012,04,23,1,8,17,2,23,39,55.40
2456042,2012,04,24,2,10,27,2,17,34,61.31
2456043,2012,04,25,2,10,28,2,12,27,54.92
2456044,2012,04,26,1,10,24,2,8,26,49.77
2456045,2012,04,27,1,9,23,1,8,22,44.72
2456046,2012,04,28,1,6,18,2,9,25,42.79
2456047,2012,04,29,1,4,14,2,12,34,47.87
2456048,2012,04,30,1,2,9,2,13,28,37.36
2456049,2012,05,1,1,2,8,2,14,36,44.26
2456050,2012,05,2,1,1,10,3,15,44,54.00
2456051,2012,05,3,1,2,14,4,17,52,65.97
2456052,2012,05,4,1,1,13,2,12,36,48.66
2456053,2012,05,5,2,4,20,2,8,28,48.36
2456054,2012,05,6,2,10,27,1,8,21,47.82
2456055,2012,05,7,1,16,30,1,6,17,46.67
2456056,2012,05,8,1,22,31,2,5,22,52.93
2456057,2012,05,9,1,26,33,2,3,24,56.47
2456058,2012,05,10,1,29,36,2,4,23,59.67
2456059,2012,05,11,1,34,48,2,5,23,71.11
2456060,2012,05,12,2,27,43,1,3,14,57.39
2456061,2012,05,13,2,22,38,1,3,16,54.06
2456062,2012,05,14,2,18,39,2,5,26,65.28
2456063,2012,05,15,2,17,41,3,5,32,72.44
2456064,2012,05,16,3,22,47,3,7,33,80.81
2456065,2012,05,17,2,22,46,2,4,20,66.22
2456066,2012,05,18,2,26,49,1,2,16,64.97
2456067,2012,05,19,2,23,47,2,5,21,68.33
2456068,2012,05,20,2,20,44,1,5,18,61.75
2456069,2012,05,21,3,23,52,1,4,15,66.13
2456070,2012,05,22,2,18,40,0,1,3,43.45
2456071,2012,05,23,2,12,34,1,1,8,42.27
2456072,2012,05,24,2,13,36,1,2,11,46.75
2456073,2012,05,25,2,13,36,1,4,16,51.66
2456074,2012,05,26,1,7,20,1,7,19,39.29
2456075,2012,05,27,1,7,21,1,10,23,43.37
2456076,2012,05,28,1,7,21,2,14,31,51.58
2456077,2012,05,29,1,2,12,1,16,30,41.82
2456078,2012,05,30,0,1,5,2,18,35,40.03
2456079,2012,05,31,1,2,10,3,14,40,49.64
2456080,2012,06,1,2,10,27,3,20,53,79.94
2456081,2012,06,2,2,14,36,3,13,45,81.32
2456082,2012,06,3,3,16,43,3,10,36,78.75
2456083,2012,06,4,4,20,57,2,14,39,96.62
2456084,2012,06,5,3,19,51,2,13,31,82.71
2456085,2012,06,6,4,23,61,3,15,41,101.21
2456086,2012,06,7,3,20,55,1,11,26,80.97
2456087,2012,06,8,2,13,38,1,8,20,57.56
2456088,2012,06,9,2,10,33,2,7,28,60.55
2456089,2012,06,10,2,11,33,3,10,35,68.24
2456090,2012,06,11,2,8,27,2,25,49,76.43
2456091,2012,06,12,1,4,12,2,27,51,63.40
2456092,2012,06,13,1,3,11,2,34,57,68.41
2456093,2012,06,14,1,4,10,2,37,57,67.47
2456094,2012,06,15,1,4,10,2,37,59,68.82
2456095,2012,06,16,0,2,7,2,27,49,56.76
2456096,2012,06,17,0,2,7,2,17,38,44.57
2456097,2012,06,18,1,1,8,2,12,30,37.90
2456098,2012,06,19,0,1,3,2,8,26,29.94
2456099,2012,06,20,0,0,1,1,5,16,16.41
2456100,2012,06,21,0,1,3,1,1,7,10.40
2456101,2012,06,22,1,2,11,0,0,1,11.16
2456102,2012,06,23,1,2,9,0,0,1,9.73
2456103,2012,06,24,0,1,4,0,0,3,7.19
2456104,2012,06,25,0,0,0,1,4,11,10.95
2456105,2012,06,26,0,1,6,1,10,20,25.71
2456106,2012,06,27,1,3,10,2,17,34,44.24
2456107,2012,06,28,1,6,16,2,20,39,55.07
2456108,2012,06,29,2,10,25,2,22,42,66.66
2456109,2012,06,30,1,8,21,2,21,38,59.65
2456110,2012,07,1,1,13,27,1,14,29,56.03
2456111,2012,07,2,2,17,33,1,22,36,69.20
2456112,2012,07,3,1,14,28,1,22,35,63.14
2456113,2012,07,4,2,10,28,2,27,44,71.95
2456114,2012,07,5,2,7,26,1,20,31,56.03
2456115,2012,07,6,1,4,19,2,22,40,58.94
2456116,2012,07,7,2,4,20,2,27,51,71.16
2456117,2012,07,8,1,3,12,3,31,57,68.88
2456118,2012,07,9,0,2,6,3,36,63,68.75
2456119,2012,07,10,0,1,4,2,36,56,59.92
2456120,2012,07,11,0,1,3,2,34,57,59.31
2456121,2012,07,12,1,2,8,3,31,58,65.85
2456122,2012,07,13,1,2,8,2,30,55,62.38
2456123,2012,07,14,0,2,6,2,28,50,56.82
2456124,2012,07,15,1,3,8,3,30,55,63.93
2456125,2012,07,16,1,3,9,3,20,51,59.51
2456126,2012,07,17,0,1,3,2,16,40,43.08
2456127,2012,07,18,0,0,0,2,11,31,31.00
2456128,2012,07,19,0,0,0,2,7,24,23.85
2456129,2012,07,20,0,0,0,1,4,17,17.68
2456130,2012,07,21,0,0,0,1,3,12,12.78
2456131,2012,07,22,0,0,3,1,4,14,16.27
2456132,2012,07,23,1,1,10,2,6,25,35.10
2456133,2012,07,24,1,1,11,2,4,24,35.56
2456134,2012,07,25,1,3,14,3,6,32,45.49
2456135,2012,07,26,1,5,16,3,8,34,49.59
2456136,2012,07,27,1,6,17,3,13,44,61.59
2456137,2012,07,28,1,3,15,3,18,45,59.29
2456138,2012,07,29,1,3,15,3,17,44,58.89
2456139,2012,07,30,1,6,19,3,20,49,67.81
2456140,2012,07,31,2,8,26,4,20,55,81.06
2456141,2012,08,1,2,9,28,3,16,50,78.30
2456142,2012,08,2,2,7,26,4,14,49,75.09
2456143,2012,08,3,2,8,27,4,16,57,84.27
2456144,2012,08,4,1,6,19,4,14,50,69.39
2456145,2012,08,5,1,4,17,3,10,36,52.92
2456146,2012,08,6,1,3,16,3,9,35,50.74
2456147,2012,08,7,2,4,21,3,12,38,58.51
2456148,2012,08,8,2,6,26,3,16,44,70.18
2456149,2012,08,9,2,5,24,3,18,45,68.93
2456150,2012,08,10,2,4,19,2,13,37,55.31
2456151,2012,08,11,1,4,14,3,9,35,48.59
2456152,2012,08,12,1,5,11,2,8,28,39.30
2456153,2012,08,13,1,6,11,2,6,23,34.14
2456154,2012,08,14,1,4,10,1,2,8,18.10
2456155,2012,08,15,1,3,10,1,1,7,16.14
2456156,2012,08,16,1,4,16,0,1,3,18.65
2456157,2012,08,17,2,7,23,0,0,1,24.71
2456158,2012,08,18,2,6,24,0,0,2,25.74
2456159,2012,08,19,2,6,25,1,2,7,32.04
2456160,2012,08,20,2,7,29,1,2,11,40.74
2456161,2012,08,21,2,7,27,1,2,11,37.91
2456162,2012,08,22,2,5,24,1,1,11,35.19
2456163,2012,08,23,2,4,24,1,1,13,37.22
2456164,2012,08,24,2,8,23,1,2,13,36.55
2456165,2012,08,25,2,8,23,1,3,15,38.07
2456166,2012,08,26,1,9,22,1,4,17,38.18
2456167,2012,08,27,2,12,31,1,4,18,49.08
2456168,2012,08,28,2,10,32,1,2,11,42.50
2456169,2012,08,29,2,11,31,1,5,15,46.00
2456170,2012,08,30,2,13,33,2,8,28,61.39
2456171,2012,08,31,2,14,34,3,14,39,73.38
2456172,2012,09,1,1,12,26,3,15,44,69.44
2456173,2012,09,2,1,15,29,3,20,51,79.93
2456174,2012,09,3,2,21,39,3,26,59,97.73
2456175,2012,09,4,3,17,43,3,26,52,94.68
2456176,2012,09,5,2,13,36,2,22,42,77.96
2456177,2012,09,6,2,8,30,2,22,40,69.23
2456178,2012,09,7,2,4,21,2,23,40,61.03
2456179,2012,09,8,1,6,18,1,15,29,46.95
2456180,2012,09,9,1,4,18,2,11,29,46.94
2456181,2012,09,10,2,4,19,2,8,28,47.18
2456182,2012,09,11,1,2,11,2,6,25,35.61
2456183,2012,09,12,1,1,9,2,8,28,37.05
2456184,2012,09,13,1,1,8,1,9,23,31.50
2456185,2012,09,14,1,1,9,1,9,22,30.89
2456186,2012,09,15,1,1,10,1,8,21,31.08
2456187,2012,09,16,1,1,7,1,8,22,28.46
2456188,2012,09,17,0,0,4,2,8,30,34.84
2456189,2012,09,18,1,2,9,2,5,23,32.47
2456190,2012,09,19,1,3,10,2,3,24,33.58
2456191,2012,09,20,1,4,14,3,8,33,47.70
2456192,2012,09,21,1,5,18,2,6,28,45.65
2456193,2012,09,22,1,9,22,1,2,10,32.16
2456194,2012,09,23,1,14,29,1,2,13,42.00
2456195,2012,09,24,2,16,37,1,3,16,53.58
2456196,2012,09,25,3,20,51,2,5,21,71.87
2456197,2012,09,26,4,16,54,2,5,29,82.97
2456198,2012,09,27,3,7,34,2,3,21,55.55
2456199,2012,09,28,2,7,25,2,4,19,44.71
2456200,2012,09,29,2,7,27,1,3,16,43.21
2456201,2012,09,30,3,7,37,2,5,26,62.71
2456202,2012,10,1,1,3,17,2,7,28,44.69
2456203,2012,10,2,1,2,10,3,10,36,45.95
2456204,2012,10,3,0,1,4,3,11,38,41.36
2456205,2012,10,4,0,0,1,3,12,39,39.56
2456206,2012,10,5,0,0,1,2,9,29,30.30
2456207,2012,10,6,0,0,2,2,6,24,25.27
2456208,2012,10,7,0,0,1,2,4,23,23.85
2456209,2012,10,8,0,1,4,2,6,23,27.37
2456210,2012,10,9,1,4,17,2,7,26,42.92
2456211,2012,10,10,1,8,20,2,5,21,41.03
2456212,2012,10,11,1,11,19,2,5,23,42.35
2456213,2012,10,12,1,14,27,2,3,21,47.47
2456214,2012,10,13,1,14,27,1,3,17,43.90
2456215,2012,10,14,2,20,39,1,3,16,55.06
2456216,2012,10,15,2,21,40,1,4,18,58.78
2456217,2012,10,16,2,20,43,2,6,26,68.27
2456218,2012,10,17,2,11,31,2,5,25,55.97
2456219,2012,10,18,2,10,33,2,5,23,56.71
2456220,2012,10,19,2,12,36,1,5,17,52.68
2456221,2012,10,20,2,10,31,1,5,16,47.23
2456222,2012,10,21,2,11,31,1,4,16,46.51
2456223,2012,10,22,2,12,31,1,6,13,44.32
2456224,2012,10,23,2,12,31,1,9,22,52.51
2456225,2012,10,24,2,10,28,1,10,23,51.31
2456226,2012,10,25,1,7,20,1,12,26,46.15
2456227,2012,10,26,2,10,25,1,11,26,50.41
2456228,2012,10,27,1,6,17,1,9,21,38.31
2456229,2012,10,28,1,3,10,1,6,19,29.17
2456230,2012,10,29,1,4,15,2,8,29,44.07
2456231,2012,10,30,1,2,10,2,5,27,36.69
2456232,2012,10,31,0,1,3,2,5,27,29.84
2456233,2012,11,1,0,1,4,2,4,22,26.54
2456234,2012,11,2,1,1,6,2,3,22,27.75
2456235,2012,11,3,1,2,10,1,2,15,24.81
2456236,2012,11,4,1,2,10,1,2,14,23.97
2456237,2012,11,5,1,6,20,1,2,13,32.93
2456238,2012,11,6,1,4,14,1,3,15,29.28
2456239,2012,11,7,1,4,17,2,6,28,44.68
2456240,2012,11,8,2,5,23,2,5,26,48.40
2456241,2012,11,9,1,4,16,2,5,24,40.08
2456242,2012,11,10,1,5,19,2,10,33,51.86
2456243,2012,11,11,2,8,27,2,9,26,53.29
2456244,2012,11,12,2,9,30,1,12,23,53.81
2456245,2012,11,13,3,16,44,1,15,28,71.79
2456246,2012,11,14,3,21,55,2,12,27,81.70
2456247,2012,11,15,4,27,65,2,12,33,97.91
2456248,2012,11,16,3,19,51,2,8,23,74.47
2456249,2012,11,17,4,18,53,1,2,11,64.00
2456250,2012,11,18,3,22,56,1,1,8,63.44
2456251,2012,11,19,4,29,66,1,2,14,80.68
2456252,2012,11,20,2,28,50,1,2,16,65.62
2456253,2012,11,21,2,27,45,1,2,16,61.06
2456254,2012,11,22,2,20,37,1,2,10,47.64
2456255,2012,11,23,2,17,36,1,2,11,47.04
2456256,2012,11,24,2,17,40,1,4,13,53.61
2456257,2012,11,25,1,12,25,1,10,22,46.89
2456258,2012,11,26,1,8,20,1,15,28,48.62
2456259,2012,11,27,2,5,25,1,17,25,50.08
2456260,2012,11,28,2,6,24,1,12,19,43.48
2456261,2012,11,29,2,6,23,0,7,12,34.10
2456262,2012,11,30,2,9,25,1,3,9,34.00
2456263,2012,12,1,2,14,33,0,1,3,36.21
2456264,2012,12,2,2,11,34,0,0,1,34.13
2456265,2012,12,3,2,9,31,0,0,0,31.66
2456266,2012,12,4,3,8,34,0,1,4,38.17
2456267,2012,12,5,3,8,33,1,1,6,39.37
2456268,2012,12,6,1,5,19,0,0,0,19.70
2456269,2012,12,7,2,3,20,0,0,0,20.16
2456270,2012,12,8,2,8,32,0,0,1,32.59
2456271,2012,12,9,1,7,20,0,1,2,21.81
2456272,2012,12,10,1,15,28,0,0,1,29.50
2456273,2012,12,11,1,13,25,0,0,1,26.41
2456274,2012,12,12,2,19,43,0,1,2,44.97
2456275,2012,12,13,2,19,43,0,0,2,45.44
2456276,2012,12,14,2,14,32,0,0,1,33.16
2456277,2012,12,15,2,9,24,1,4,17,41.13
2456278,2012,12,16,2,9,26,1,5,18,44.61
2456279,2012,12,17,2,5,20,1,7,21,41.70
2456280,2012,12,18,1,3,15,2,11,29,43.95
2456281,2012,12,19,1,3,12,1,10,24,35.75
2456282,2012,12,20,1,5,16,2,13,30,45.95
2456283,2012,12,21,1,7,15,1,14,27,42.26
2456284,2012,12,22,1,10,17,2,14,29,46.08
2456285,2012,12,23,1,12,19,2,13,29,47.77
2456286,2012,12,24,1,14,23,1,5,16,38.79
2456287,2012,12,25,1,15,27,1,2,9,36.32
2456288,2012,12,26,1,10,24,0,1,4,28.10
2456289,2012,12,27,2,8,27,1,2,8,35.04
2456290,2012,12,28,2,5,29,1,4,14,42.62
2456291,2012,12,29,2,4,23,1,3,10,32.90
2456292,2012,12,30,2,6,24,1,3,10,33.50
2456293,2012,12,31,3,16,42,1,2,14,55.40
2456294,2013,01,1,2,16,40,1,2,15,55.04
2456295,2013,01,2,3,16,49,1,2,15,63.53
2456296,2013,01,3,4,17,54,2,7,23,77.06
2456297,2013,01,4,4,16,59,2,5,26,84.21
2456298,2013,01,5,5,16,70,3,7,34,103.83
2456299,2013,01,6,5,14,62,2,7,29,91.00
2456300,2013,01,7,5,19,69,3,10,36,104.31
2456301,2013,01,8,4,24,64,3,9,38,101.81
2456302,2013,01,9,3,23,55,3,10,37,92.27
2456303,2013,01,10,3,29,60,3,11,43,102.81
2456304,2013,01,11,4,40,78,3,10,45,122.88
2456305,2013,01,12,3,41,72,3,7,34,106.34
2456306,2013,01,13,3,29,55,2,7,31,86.03
2456307,2013,01,14,2,24,47,3,6,31,78.35
2456308,2013,01,15,2,27,50,2,5,27,76.91
2456309,2013,01,16,2,28,50,1,3,17,67.08
2456310,2013,01,17,1,16,29,1,2,9,37.68
2456311,2013,01,18,1,10,21,1,1,8,28.60
2456312,2013,01,19,1,7,21,1,1,7,28.09
2456313,2013,01,20,1,8,19,1,1,7,26.30
2456314,2013,01,21,1,11,21,1,1,8,29.76
2456315,2013,01,22,1,12,26,1,1,7,33.30
2456316,2013,01,23,2,13,33,1,1,9,42.29
2456317,2013,01,24,2,10,28,1,1,6,33.78
2456318,2013,01,25,2,10,31,0,1,6,36.55
2456319,2013,01,26,2,7,29,1,2,8,36.27
2456320,2013,01,27,2,7,26,1,5,10,36.43
2456321,2013,01,28,2,4,24,1,3,12,36.73
2456322,2013,01,29,2,3,18,1,3,14,32.26
2456323,2013,01,30,2,4,21,2,3,19,40.30
2456324,2013,01,31,2,3,18,1,4,15,33.44
2456325,2013,02,1,2,6,26,1,3,14,39.11
2456326,2013,02,2,2,8,28,1,2,14,41.43
2456327,2013,02,3,2,12,36,1,1,11,46.90
2456328,2013,02,4,2,9,29,0,0,1,30.28
2456329,2013,02,5,2,7,27,0,0,1,28.71
2456330,2013,02,6,2,7,25,0,0,0,25.28
2456331,2013,02,7,3,12,42,0,0,1,42.36
2456332,2013,02,8,3,12,37,0,0,1,37.93
2456333,2013,02,9,2,12,36,0,0,1,37.50
2456334,2013,02,10,2,9,27,0,0,1,28.53
2456335,2013,02,11,2,7,29,1,2,8,36.67
2456336,2013,02,12,2,6,27,0,1,6,32.64
2456337,2013,02,13,2,4,20,0,0,3,22.41
2456338,2013,02,14,1,4,18,0,0,2,19.74
2456339,2013,02,15,1,2,13,0,1,5,17.90
2456340,2013,02,16,1,3,13,1,2,9,21.59
2456341,2013,02,17,2,10,27,2,5,25,52.00
2456342,2013,02,18,2,8,25,2,9,29,53.48
2456343,2013,02,19,2,11,28,2,10,26,53.45
2456344,2013,02,20,2,10,27,2,12,29,56.00
2456345,2013,02,21,2,7,24,1,8,22,46.63
2456346,2013,02,22,2,5,25,2,8,24,48.69
2456347,2013,02,23,1,1,8,1,3,13,20.78
2456348,2013,02,24,1,2,14,1,3,14,28.12
2456349,2013,02,25,1,1,10,2,7,23,32.82
2456350,2013,02,26,1,2,10,2,13,30,39.00
2456351,2013,02,27,1,2,10,2,12,29,38.83
2456352,2013,02,28,1,2,8,2,14,34,41.54
2456353,2013,03,1,1,4,14,2,14,37,51.88
2456354,2013,03,2,1,3,13,3,13,44,56.09
2456355,2013,03,3,1,2,12,3,14,45,56.76
2456356,2013,03,4,1,2,7,3,16,50,57.53
2456357,2013,03,5,0,1,6,3,15,43,48.67
2456358,2013,03,6,1,1,8,2,14,39,47.41
2456359,2013,03,7,1,4,17,2,12,31,47.83
2456360,2013,03,8,1,5,19,1,9,22,40.90
2456361,2013,03,9,3,9,35,1,8,17,52.00
2456362,2013,03,10,3,9,42,1,9,18,60.12
2456363,2013,03,11,4,9,51,1,12,21,72.08
2456364,2013,03,12,5,18,64,1,11,21,84.93
2456365,2013,03,13,4,21,64,1,5,12,76.04
2456366,2013,03,14,4,18,57,1,3,11,67.71
2456367,2013,03,15,4,17,59,1,5,13,71.27
2456368,2013,03,16,4,15,55,1,7,15,70.41
2456369,2013,03,17,3,13,46,2,10,27,72.74
2456370,2013,03,18,3,11,37,2,8,28,64.73
2456371,2013,03,19,2,8,31,1,4,15,45.52
2456372,2013,03,20,2,7,28,0,0,3,30.55
2456373,2013,03,21,2,8,31,0,1,3,33.42
2456374,2013,03,22,2,5,21,1,3,10,31.35
2456375,2013,03,23,1,5,19,1,4,12,31.13
2456376,2013,03,24,1,5,19,1,2,8,26.97
2456377,2013,03,25,1,3,16,1,3,9,25.25
2456378,2013,03,26,1,2,9,1,3,10,18.89
2456379,2013,03,27,1,2,8,1,3,11,19.62
2456380,2013,03,28,1,4,15,1,5,19,34.76
2456381,2013,03,29,1,5,20,2,7,24,43.29
2456382,2013,03,30,1,4,17,2,6,24,41.23
2456383,2013,03,31,2,5,21,2,11,29,49.48
2456384,2013,04,1,2,5,23,2,8,27,49.71
2456385,2013,04,2,3,10,37,2,8,28,65.45
2456386,2013,04,3,3,8,35,2,8,24,59.11
2456387,2013,04,4,3,10,36,1,9,21,57.00
2456388,2013,04,5,2,14,38,2,10,29,66.61
2456389,2013,04,6,3,16,49,1,4,18,67.02
2456390,2013,04,7,3,20,53,2,5,20,73.49
2456391,2013,04,8,3,25,57,1,4,18,74.70
2456392,2013,04,9,3,32,63,2,6,29,91.90
2456393,2013,04,10,3,32,59,2,10,31,90.03
2456394,2013,04,11,2,29,53,2,13,35,88.13
2456395,2013,04,12,3,32,59,2,16,36,94.60
2456396,2013,04,13,2,21,40,2,11,31,71.08
2456397,2013,04,14,1,11,25,3,16,41,66.38
2456398,2013,04,15,1,3,13,3,21,53,65.88
2456399,2013,04,16,1,2,9,3,21,52,60.29
2456400,2013,04,17,1,2,9,3,20,49,57.70
2456401,2013,04,18,0,1,4,3,18,47,51.40
2456402,2013,04,19,2,6,21,3,10,38,59.34
2456403,2013,04,20,2,21,41,1,4,18,59.14
2456404,2013,04,21,2,26,45,1,2,14,58.33
2456405,2013,04,22,2,22,39,1,3,14,52.74
2456406,2013,04,23,2,21,44,1,3,12,56.08
2456407,2013,04,24,2,16,40,1,4,15,55.50
